Date,Linea (#),Kroma Network (#),zkSync Era (#),OP Mainnet (#),Boba Network (#),Stacks (#),Arbitrum (#),Astar zkEVM (#),Mantle (#),Polygon zkEVM (#),Starknet (#),Manta Pacific (#),Scroll (#),ZKFair (#),Base (#),Metis (#),Mode Network (#),Kinto (#)
2015-01-29,15.00,11.00,,,,4.00,,,,,,,,,,,,
2015-01-30,15.00,12.00,,,,4.00,,,,,,,,,,,,
2015-01-31,15.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-01,15.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-02,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-03,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-04,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-05,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-06,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-07,17.00,13.00,,,,4.00,,,,,,,,,,,,
2015-02-08,17.00,13.00,,,,4.00,,,,,,,,,,,,
2015-02-09,17.00,13.00,,,,4.00,,,,,,,,,,,,
2015-02-10,18.00,14.00,,,,4.00,,,,,,,,,,,,
2015-02-11,18.00,14.00,,,,4.00,,,,,,,,,,,,
2015-02-12,18.00,14.00,,,,4.00,,,,,,,,,,,,
2015-02-13,18.00,14.00,,,,4.00,,,,,,,,,,,,
2015-02-14,17.00,13.00,,,,4.00,,,,,,,,,,,,
2015-02-15,17.00,13.00,,,,4.00,,,,,,,,,,,,
2015-02-16,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-17,16.00,12.00,,,,4.00,,,,,,,,,,,,
2015-02-18,16.00,12.00,,,,5.00,,,,,,,,,,,,
2015-02-19,16.00,12.00,,,,6.00,,,,,,,,,,,,
2015-02-20,16.00,12.00,,,,6.00,,,,,,,,,,,,
2015-02-21,16.00,12.00,,,,6.00,,,,,,,,,,,,
2015-02-22,16.00,12.00,,,,6.00,,,,,,,,,,,,
2015-02-23,16.00,13.00,,,,6.00,,,,,,,,,,,,
2015-02-24,17.00,14.00,,,,5.00,,,,,,,,,,,,
2015-02-25,17.00,14.00,,,,5.00,,,,,,,,,,,,
2015-02-26,18.00,14.00,,,,5.00,,,,,,,,,,,,
2015-02-27,19.00,15.00,,,,5.00,,,,,,,,,,,,
2015-02-28,19.00,15.00,,,,5.00,,,,,,,,,,,,
2015-03-01,19.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-02,19.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-03,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-04,19.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-05,20.00,16.00,,,,6.00,,,,,,,,,,,,
2015-03-06,21.00,17.00,,,,6.00,,,,,,,,,,,,
2015-03-07,21.00,16.00,,,,6.00,,,,,,,,,,,,
2015-03-08,21.00,16.00,,,,6.00,,,,,,,,,,,,
2015-03-09,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-10,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-11,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-12,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-13,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-14,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-15,20.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-16,21.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-17,21.00,15.00,,,,6.00,,,,,,,,,,,,
2015-03-18,21.00,15.00,,,,5.00,,,,,,,,,,,,
2015-03-19,21.00,15.00,,,,5.00,,,,,,,,,,,,
2015-03-20,21.00,15.00,,,,4.00,,,,,,,,,,,,
2015-03-21,21.00,15.00,,,,3.00,,,,,,,,,,,,
2015-03-22,21.00,14.00,,,,3.00,,,,,,,,,,,,
2015-03-23,21.00,14.00,,,,3.00,,,,,,,,,,,,
2015-03-24,21.00,14.00,,,,3.00,,,,,,,,,,,,
2015-03-25,21.00,12.00,,,,3.00,,,,,,,,,,,,
2015-03-26,19.00,11.00,,,,3.00,,,,,,,,,,,,
2015-03-27,20.00,12.00,,,,3.00,,,,,,,,,,,,
2015-03-28,20.00,12.00,,,,3.00,,,,,,,,,,,,
2015-03-29,20.00,12.00,,,,3.00,,,,,,,,,,,,
2015-03-30,18.00,10.00,,,,3.00,,,,,,,,,,,,
2015-03-31,18.00,10.00,,,,2.00,,,,,,,,,,,,
2015-04-01,19.00,10.00,,,,2.00,,,,,,,,,,,,
2015-04-02,18.00,10.00,,,,3.00,,,,,,,,,,,,
2015-04-03,17.00,9.00,,,,3.00,,,,,,,,,,,,
2015-04-04,16.00,8.00,,,,3.00,,,,,,,,,,,,
2015-04-05,16.00,8.00,,,,3.00,,,,,,,,,,,,
2015-04-06,16.00,8.00,,,,3.00,,,,,,,,,,,,
2015-04-07,16.00,8.00,,,,3.00,,,,,,,,,,,,
2015-04-08,16.00,8.00,,,,3.00,,,,,,,,,,,,
2015-04-09,16.00,8.00,,,,3.00,,,,,,,,,,,,
2015-04-10,17.00,9.00,,,,3.00,,,,,,,,,,,,
2015-04-11,17.00,9.00,,,,3.00,,,,,,,,,,,,
2015-04-12,17.00,9.00,,,,3.00,,,,,,,,,,,,
2015-04-13,19.00,10.00,,,,3.00,,,,,,,,,,,,
2015-04-14,19.00,10.00,,,,3.00,,,,,,,,,,,,
2015-04-15,18.00,10.00,,,,3.00,,,,,,,,,,,,
2015-04-16,18.00,10.00,,,,3.00,,,,,,,,,,,,
2015-04-17,19.00,11.00,,,,3.00,,,,,,,,,,,,
2015-04-18,18.00,10.00,,,,3.00,,,,,,,,,,,,
2015-04-19,18.00,11.00,,,,3.00,,,,,,,,,,,,
2015-04-20,19.00,12.00,,,,3.00,,,,,,,,,,,,
2015-04-21,19.00,12.00,,,,3.00,,,,,,,,,,,,
2015-04-22,22.00,15.00,,,,3.00,,,,,,,,,,,,
2015-04-23,23.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-24,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-25,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-26,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-27,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-28,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-29,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-04-30,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-05-01,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-05-02,24.00,16.00,,,,3.00,,,,,,,,,,,,
2015-05-03,24.00,16.00,,,,3.00,,,,,,,,,,,,
2015-05-04,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-05-05,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-05-06,24.00,16.00,,,,4.00,,,,,,,,,,,,
2015-05-07,23.00,15.00,,,,4.00,,,,,,,,,,,,
2015-05-08,23.00,15.00,,,,4.00,,,,,,,,,,,,
2015-05-09,23.00,15.00,,,,4.00,,,,,,,,,,,,
2015-05-10,23.00,15.00,,,,4.00,,,,,,,,,,,,
2015-05-11,23.00,15.00,,,,4.00,,,,,,,,,,,,
2015-05-12,23.00,15.00,,,,5.00,,,,,,,,,,,,
2015-05-13,22.00,15.00,,,,5.00,,,,,,,,,,,,
2015-05-14,22.00,15.00,,,,5.00,,,,,,,,,,,,
2015-05-15,22.00,15.00,,,,5.00,,,,,,,,,,,,
2015-05-16,22.00,15.00,,,,5.00,,,,,,,,,,,,
2015-05-17,21.00,14.00,,,,5.00,,,,,,,,,,,,
2015-05-18,21.00,14.00,,,,5.00,,,,,,,,,,,,
2015-05-19,21.00,14.00,,,,5.00,,,,,,,,,,,,
2015-05-20,21.00,14.00,,,,5.00,,,,,,,,,,,,
2015-05-21,20.00,13.00,,,,5.00,,,,,,,,,,,,
2015-05-22,19.00,12.00,,,,5.00,,,,,,,,,,,,
2015-05-23,18.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-24,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-25,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-26,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-27,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-28,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-29,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-30,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-05-31,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-01,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-02,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-03,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-04,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-05,18.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-06,18.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-07,18.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-08,18.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-09,18.00,11.00,,,,4.00,,,,,,,,,,,,
2015-06-10,17.00,11.00,,,,5.00,,,,,,,,,,,,
2015-06-11,17.00,11.00,,,,5.00,,,,,,,,,,,,
2015-06-12,18.00,10.00,,,,5.00,,,,,,,,,,,,
2015-06-13,18.00,10.00,,,,5.00,,,,,,,,,,,,
2015-06-14,18.00,10.00,,,,5.00,,,,,,,,,,,,
2015-06-15,18.00,9.00,,,,5.00,,,,,,,,,,,,
2015-06-16,20.00,9.00,,,,5.00,,,,,,,,,,,,
2015-06-17,21.00,9.00,,,,5.00,,,,,,,,,,,,
2015-06-18,21.00,9.00,,,,5.00,,,,,,,,,,,,
2015-06-19,21.00,9.00,,,,5.00,,,,,,,,,,,,
2015-06-20,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-06-21,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-06-22,22.00,9.00,,,,4.00,,,,,,,,,,,,
2015-06-23,19.00,8.00,,,,4.00,,,,,,,,,,,,
2015-06-24,19.00,8.00,,,,4.00,,,,,,,,,,,,
2015-06-25,19.00,8.00,,,,4.00,,,,,,,,,,,,
2015-06-26,18.00,7.00,,,,4.00,,,,,,,,,,,,
2015-06-27,18.00,7.00,,,,4.00,,,,,,,,,,,,
2015-06-28,18.00,7.00,,,,4.00,,,,,,,,,,,,
2015-06-29,18.00,7.00,,,,4.00,,,,,,,,,,,,
2015-06-30,18.00,8.00,,,,4.00,,,,,,,,,,,,
2015-07-01,20.00,8.00,,,,4.00,,,,,,,,,,,,
2015-07-02,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-03,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-04,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-05,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-06,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-07,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-08,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-09,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-10,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-11,21.00,9.00,,,,4.00,,,,,,,,,,,,
2015-07-12,21.00,9.00,,,,3.00,,,,,,,,,,,,
2015-07-13,21.00,9.00,,,,3.00,,,,,,,,,,,,
2015-07-14,23.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-15,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-16,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-17,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-18,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-19,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-20,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-21,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-22,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-23,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-24,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-25,23.00,9.00,,,,3.00,,,,,,,,,,,,
2015-07-26,23.00,9.00,,,,3.00,,,,,,,,,,,,
2015-07-27,23.00,9.00,,,,3.00,,,,,,,,,,,,
2015-07-28,25.00,11.00,,,,3.00,,,,,,,,,,,,
2015-07-29,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-30,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-07-31,24.00,10.00,,,,3.00,,,,,,,,,,,,
2015-08-01,24.00,9.00,,,,3.00,,,,,,,,,,,,
2015-08-02,24.00,9.00,,,,3.00,,,,,,,,,,,,
2015-08-03,24.00,9.00,,,,3.00,,,,,,,,,,,,
2015-08-04,24.00,9.00,,,,3.00,,,,,,,,,,,,
2015-08-05,24.00,9.00,,,,3.00,,,,,,,,,,,,
2015-08-06,25.00,9.00,,,,3.00,,,,,,,,,,,,
2015-08-07,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-08-08,25.00,10.00,,,,3.00,,,,,,,,,,,,
2015-08-09,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-10,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-11,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-12,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-13,23.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-14,23.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-15,23.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-16,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-17,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-18,24.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-19,22.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-20,22.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-21,22.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-22,20.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-23,20.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-24,20.00,11.00,,,,3.00,,,,,,,,,,,,
2015-08-25,20.00,11.00,,,,4.00,,,,,,,,,,,,
2015-08-26,19.00,11.00,,,,4.00,,,,,,,,,,,,
2015-08-27,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-08-28,18.00,9.00,,,,4.00,,,,,,,,,,,,
2015-08-29,17.00,8.00,,,,4.00,,,,,,,,,,,,
2015-08-30,17.00,8.00,,,,4.00,,,,,,,,,,,,
2015-08-31,17.00,8.00,,,,4.00,,,,,,,,,,,,
2015-09-01,17.00,8.00,,,,4.00,,,,,,,,,,,,
2015-09-02,18.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-03,19.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-04,20.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-05,19.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-06,19.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-07,20.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-08,19.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-09,19.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-10,20.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-11,20.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-12,20.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-13,19.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-14,19.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-15,18.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-16,18.00,10.00,,,,4.00,,,,,,,,,,,,
2015-09-17,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-18,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-19,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-20,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-21,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-22,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-23,17.00,9.00,,,,4.00,,,,,,,,,,,,
2015-09-24,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-09-25,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-09-26,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-09-27,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-09-28,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-09-29,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-09-30,16.00,8.00,,,,5.00,,,,,,,,,,,,
2015-10-01,15.00,8.00,,,,5.00,,,,,,,,,,,,
2015-10-02,15.00,7.00,,,,5.00,,,,,,,,,,,,
2015-10-03,15.00,7.00,,,,5.00,,,,,,,,,,,,
2015-10-04,15.00,7.00,,,,5.00,,,,,,,,,,,,
2015-10-05,15.00,7.00,,,,5.00,,,,,,,,,,,,
2015-10-06,15.00,7.00,,,,5.00,,,,,,,,,,,,
2015-10-07,14.00,6.00,,,,5.00,,,,,,,,,,,,
2015-10-08,14.00,6.00,,,,5.00,,,,,,,,,,,,
2015-10-09,14.00,6.00,,,,5.00,,,,,,,,,,,,
2015-10-10,14.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-11,14.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-12,14.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-13,14.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-14,13.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-15,13.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-16,12.00,4.00,,,,5.00,,,,,,,,,,,,
2015-10-17,12.00,4.00,,,,5.00,,,,,,,,,,,,
2015-10-18,12.00,4.00,,,,5.00,,,,,,,,,,,,
2015-10-19,12.00,4.00,,,,5.00,,,,,,,,,,,,
2015-10-20,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-10-21,12.00,4.00,,,,5.00,,,,,,,,,,,,
2015-10-22,11.00,3.00,,,,5.00,,,,,,,,,,,,
2015-10-23,13.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-24,13.00,5.00,,,,5.00,,,,,,,,,,,,
2015-10-25,14.00,6.00,,,,5.00,,,,,,,,,,,,
2015-10-26,14.00,6.00,,,,5.00,,,,,,,,,,,,
2015-10-27,14.00,6.00,,,,5.00,,,,,,,,,,,,
2015-10-28,14.00,6.00,,,,4.00,,,,,,,,,,,,
2015-10-29,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-10-30,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-10-31,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-01,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-02,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-03,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-04,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-05,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-06,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-07,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-08,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-09,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-10,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-11,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-12,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-13,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-14,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-15,14.00,7.00,,,,5.00,,,,,,,,,,,,
2015-11-16,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-17,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-18,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-19,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-20,16.00,8.00,,,,4.00,,,,,,,,,,,,
2015-11-21,16.00,8.00,,,,4.00,,,,,,,,,,,,
2015-11-22,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-23,15.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-24,14.00,7.00,,,,4.00,,,,,,,,,,,,
2015-11-25,11.00,5.00,,,,4.00,,,,,,,,,,,,
2015-11-26,11.00,5.00,,,,4.00,,,,,,,,,,,,
2015-11-27,10.00,5.00,,,,4.00,,,,,,,,,,,,
2015-11-28,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-11-29,8.00,4.00,,,,4.00,,,,,,,,,,,,
2015-11-30,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-01,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-02,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-03,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-04,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-05,9.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-06,9.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-07,9.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-08,9.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-09,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-10,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-11,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-12,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-13,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-14,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-15,10.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-16,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-17,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-18,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-19,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-20,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-21,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-22,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-23,11.00,4.00,,,,5.00,,,,,,,,,,,,
2015-12-24,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-25,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-26,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-27,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-28,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-29,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-30,11.00,4.00,,,,4.00,,,,,,,,,,,,
2015-12-31,11.00,4.00,,,,4.00,,,,,,,,,,,,
2016-01-01,11.00,4.00,,,,4.00,,,,,,,,,,,,
2016-01-02,11.00,4.00,,,,4.00,,,,,,,,,,,,
2016-01-03,11.00,4.00,,,,4.00,,,,,,,,,,,,
2016-01-04,11.00,4.00,,,,4.00,,,,,,,,,,,,
2016-01-05,11.00,4.00,,,,3.00,,,,,,,,,,,,
2016-01-06,11.00,4.00,,,,3.00,,,,,,,,,,,,
2016-01-07,11.00,4.00,,,,3.00,,,,,,,,,,,,
2016-01-08,11.00,5.00,,,,3.00,,,,,,,,,,,,
2016-01-09,11.00,5.00,,,,3.00,,,,,,,,,,,,
2016-01-10,11.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-11,11.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-12,11.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-13,11.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-14,11.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-15,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-16,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-17,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-18,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-19,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-20,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-21,10.00,5.00,,,,2.00,,,,,,,,,,,,
2016-01-22,11.00,6.00,,,,2.00,,,,,,,,,,,,
2016-01-23,11.00,6.00,,,,2.00,,,,,,,,,,,,
2016-01-24,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-25,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-26,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-27,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-28,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-29,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-30,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-01-31,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-01,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-02,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-03,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-04,12.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-05,13.00,8.00,,,,2.00,,,,,,,,,,,,
2016-02-06,14.00,8.00,,,,2.00,,,,,,,,,,,,
2016-02-07,13.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-08,13.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-09,14.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-10,14.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-11,14.00,7.00,,,,2.00,,,,,,,,,,,,
2016-02-12,14.00,6.00,,,,2.00,,,,,,,,,,,,
2016-02-13,14.00,6.00,,,,2.00,,,,,,,,,,,,
2016-02-14,14.00,6.00,,,,2.00,,,,,,,,,,,,
2016-02-15,14.00,6.00,,,,2.00,,,,,,,,,,,,
2016-02-16,14.00,6.00,,,,2.00,,,,,,,,,,,,
2016-02-17,14.00,6.00,,,,3.00,,,,,,,,,,,,
2016-02-18,14.00,6.00,,,,3.00,,,,,,,,,,,,
2016-02-19,13.00,6.00,,,,3.00,,,,,,,,,,,,
2016-02-20,14.00,7.00,,,,3.00,,,,,,,,,,,,
2016-02-21,13.00,6.00,,,,3.00,,,,,,,,,,,,
2016-02-22,13.00,6.00,,,,3.00,,,,,,,,,,,,
2016-02-23,11.00,5.00,,,,4.00,,,,,,,,,,,,
2016-02-24,11.00,5.00,,,,4.00,,,,,,,,,,,,
2016-02-25,12.00,5.00,,,,4.00,,,,,,,,,,,,
2016-02-26,12.00,5.00,,,,4.00,,,,,,,,,,,,
2016-02-27,12.00,5.00,,,,4.00,,,,,,,,,,,,
2016-02-28,12.00,5.00,,,,4.00,,,,,,,,,,,,
2016-02-29,13.00,5.00,,,,4.00,,,,,,,,,,,,
2016-03-01,14.00,5.00,,,,4.00,,,,,,,,,,,,
2016-03-02,14.00,5.00,,,,4.00,,,,,,,,,,,,
2016-03-03,14.00,5.00,,,,4.00,,,,,,,,,,,,
2016-03-04,15.00,6.00,,,,4.00,,,,,,,,,,,,
2016-03-05,15.00,6.00,,,,4.00,,,,,,,,,,,,
2016-03-06,14.00,5.00,,,,4.00,,,,,,,,,,,,
2016-03-07,15.00,6.00,,,,4.00,,,,,,,,,,,,
2016-03-08,15.00,6.00,,,,4.00,,,,,,,,,,,,
2016-03-09,15.00,6.00,,,,4.00,,,,,,,,,,,,
2016-03-10,15.00,6.00,,,,4.00,,,,,,,,,,,,
